0. Name - gender, age, race/ethnicity, religion, political affiliation
1. Emily Johnson - Woman, 28, White, Catholic, Liberal
2. Daniel Martinez - Man, 42, Latino, Catholic, Conservative
3. Sophia Nguyen - Woman, 20, Asian, Buddhist, Liberal
4. Ahmed Khan - Man, 31, Middle Eastern, Muslim, Conservative
5. Olivia Rodriguez - Woman, 65, Latina, Catholic, Moderate
6. Liam Chen - Man, 45, Asian, Unreligious, Independent
7. Ava Taylor - Woman, 22, White, Protestant, Liberal
8. Muhammad Ali - Man, 50, Black, Muslim, Liberal
9. Chloe Kim - Woman, 29, Asian, Buddhist, Moderate
10. Ethan Jackson - Man, 36, White, Protestant, Conservative
11. Mia Thompson - Woman, 26, Black, Unreligious, Independent
12. Noah Davis - Man, 21, White, Catholic, Liberal
13. Harper Lee - Woman, 33, White, Protestant, Conservative
14. Alexander Hernandez - Man, 40, Latino, Catholic, Moderate
15. Charlotte Wang - Woman, 32, Asian, Buddhist, Liberal
16. Aisha Ahmed - Nonbinary, 27, Middle Eastern, Muslim, Liberal
17. William Brown - Man, 43, Black, Protestant, Conservative
18. Amelia Gomez - Woman, 55, Latina, Catholic, Moderate
19. James Kim - Man, 30, Asian, Unreligious, Independent
20. Isabella Thomas - Woman, 24, White, Protestant, Liberal
21. David Rodriguez - Man, 62, Latino, Catholic, Conservative
22. Sophia Chen - Woman, 19, Asian, Buddhist, Liberal
23. Mohamed Ali - Man, 37, Middle Eastern, Muslim, Conservative
24. Emma Nguyen - Woman, 19, Asian, Unreligious, Independent
25. Liam Jackson - Man, 58, White, Protestant, Conservative
26. Mia Thompson - Woman, 31, Black, Unreligious, Independent
27. Noah Davis - Man, 23, White, Catholic, Liberal
28. Ava Lee - Woman, 49, White, Protestant, Conservative
29. Alexander Hernandez - Man, 38, Latino, Catholic, Moderate
30. Charlotte Wang - Woman, 39, Asian, Buddhist, Liberal
31. Aisha Ahmed - Nonbinary, 25, Middle Eastern, Muslim, Liberal
32. William Brown - Man, 55, Black, Protestant, Conservative
33. Olivia Gomez - Woman, 61, Latina, Catholic, Moderate
34. James Kim - Man, 42, Asian, Unreligious, Independent
35. Isabella Thomas - Woman, 27, White, Protestant, Liberal
36. David Rodriguez - Man, 66, Latino, Catholic, Conservative
37. Emily Chen - Woman, 33, Asian, Buddhist, Liberal
38. Mohamed Ali - Man, 39, Middle Eastern, Muslim, Conservative
39. Sophia Johnson - Woman, 30, White, Unreligious, Independent
40. Ethan Martinez - Man, 45, Latino, Catholic, Moderate
41. Amelia Kim - Woman, 51, Asian, Buddhist, Liberal
42. Jackson Davis - Man, 29, White, Protestant, Conservative
43. Mia Thompson - Woman, 35, Black, Unreligious, Independent
44. Noah Smith - Man, 26, White, Catholic, Liberal
45. Ava Taylor - Woman, 23, White, Protestant, Conservative
46. Alexander Hernandez - Man, 41, Latino, Catholic, Moderate
47. Charlotte Nguyen - Woman, 28, Asian, Buddhist, Liberal
48. Aisha Ahmed - Nonbinary, 24, Middle Eastern, Muslim, Liberal
49. William Johnson - Man, 52, Black, Protestant, Conservative
50. Olivia Rodriguez - Woman, 63, Latina, Catholic, Moderate
51. James Kim - Man, 38, Asian, Unreligious, Independent
52. Isabella Thomas - Woman, 28, White, Protestant, Liberal
53. David Martinez - Man, 68, Latino, Catholic, Conservative
54. Emily Chen - Woman, 34, Asian, Buddhist, Liberal
55. Mohamed Ali - Man, 40, Middle Eastern, Muslim, Conservative
56. Sophia Johnson - Woman, 31, White, Unreligious, Independent
57. Ethan Hernandez - Man, 47, Latino, Catholic, Moderate
58. Amelia Kim - Woman, 54, Asian, Buddhist, Liberal
59. Jackson Davis - Man, 30, White, Protestant, Conservative
60. Mia Thompson - Woman, 37, Black, Unreligious, Independent
61. Noah Smith - Man, 28, White, Catholic, Liberal
62. Ava Taylor - Woman, 25, White, Protestant, Conservative
63. Alexander Hernandez - Man, 42, Latino, Catholic, Moderate
64. Charlotte Nguyen - Woman, 29, Asian, Buddhist, Liberal
65. Aisha Ahmed - Nonbinary, 23, Middle Eastern, Muslim, Liberal
66. William Johnson - Man, 50, Black, Protestant, Conservative
67. Olivia Rodriguez - Woman, 66, Latina, Catholic, Moderate
68. James Kim - Man, 39, Asian, Unreligious, Independent
69. Isabella Thomas - Woman, 29, White, Protestant, Liberal
70. David Martinez - Man, 70, Latino, Catholic, Conservative
71. Emily Chen - Woman, 35, Asian, Buddhist, Liberal
72. Mohamed Ali - Man, 41, Middle Eastern, Muslim, Conservative
73. Sophia Johnson - Woman, 32, White, Unreligious, Independent
74. Ethan Hernandez - Man, 49, Latino, Catholic, Moderate
75. Amelia Kim - Woman, 57, Asian, Buddhist, Liberal
76. Jackson Davis - Man, 31, White, Protestant, Conservative
77. Mia Thompson - Woman, 38, Black, Unreligious, Independent
78. Noah Smith - Man, 30, White, Catholic, Liberal
79. Ava Taylor - Woman, 26, White, Protestant, Conservative
80. Alexander Hernandez - Man, 43, Latino, Catholic, Moderate
81. Charlotte Nguyen - Woman, 30, Asian, Buddhist, Liberal
82. Aisha Ahmed - Nonbinary, 22, Middle Eastern, Muslim, Liberal
83. William Johnson - Man, 54, Black, Protestant, Conservative
84. Olivia Rodriguez - Woman, 67, Latina, Catholic, Moderate
85. James Kim - Man, 40, Asian, Unreligious, Independent
86. Isabella Thomas - Woman, 30, White, Protestant, Liberal
87. David Martinez - Man, 72, Latino, Catholic, Conservative
88. Emily Chen - Woman, 36, Asian, Buddhist, Liberal
89. Mohamed Ali - Man, 42, Middle Eastern, Muslim, Conservative
90. Sophia Johnson - Woman, 33, White, Unreligious, Independent
91. Ethan Hernandez - Man, 51, Latino, Catholic, Moderate
92. Amelia Kim - Woman, 58, Asian, Buddhist, Liberal
93. Jackson Davis - Man, 32, White, Protestant, Conservative
94. Mia Thompson - Woman, 39, Black, Unreligious, Independent
95. Noah Smith - Man, 31, White, Catholic, Liberal
96. Ava Taylor - Woman, 27, White, Protestant, Conservative
97. Alexander Hernandez - Man, 44, Latino, Catholic, Moderate
98. Charlotte Nguyen - Woman, 31, Asian, Buddhist, Liberal
99. Aisha Ahmed - Nonbinary, 21, Middle Eastern, Muslim, Liberal
100. William Johnson - Man, 56, Black, Protestant, Conservative
