0. Name - gender, age, race/ethnicity, religion, political affiliation
1. Emma Johnson - Woman, 28, Black, Catholic, Liberal
2. Miguel Rodriguez - Man, 40, Latino, Catholic, Conservative
3. Sophia Martinez - Woman, 22, Latina, Unreligious, Moderate
4. Ethan Kim - Man, 31, Asian, Buddhist, Independent
5. Isabella Ahmed - Woman, 26, Middle Eastern, Muslim, Liberal
6. Caleb Chen - Man, 33, Asian, Buddhist, Independent
7. Olivia Thompson - Woman, 24, White, Protestant, Liberal
8. Lucas Jackson - Man, 29, Black, Protestant, Conservative
9. Mia Liu - Woman, 30, Asian, Unreligious, Moderate
10. Gabriel Davis - Man, 25, Latino, Catholic, Liberal
11. Ava Nguyen - Woman, 27, Asian, Buddhist, Independent
12. Noah Hernandez - Man, 32, Latino, Catholic, Conservative
13. Abigail Patel - Woman, 23, Asian, Hindu, Liberal
14. Samuel Wilson - Man, 34, White, Protestant, Conservative
15. Charlotte Lee - Woman, 26, Asian, Buddhist, Independent
16. Daniel Thompson - Man, 30, White, Protestant, Moderate
17. Harper Roberts - Woman, 31, Black, Unreligious, Liberal
18. Benjamin Adams - Man, 35, White, Protestant, Conservative
19. Amelia Davis - Woman, 29, White, Catholic, Liberal
20. Michael Taylor - Man, 27, Black, Protestant, Independent
21. Emily Hernandez - Woman, 28, Latino, Catholic, Liberal
22. Alexander Thomas - Man, 33, White, Unreligious, Moderate
23. Elizabeth Garcia - Woman, 24, Latina, Catholic, Conservative
24. James Anderson - Man, 26, White, Protestant, Liberal
25. Evelyn Lewis - Woman, 34, Black, Unreligious, Moderate
26. Jacob Mitchell - Man, 30, White, Protestant, Conservative
27. Mia Scott - Woman, 25, Black, Protestant, Liberal
28. William Green - Man, 29, White, Protestant, Conservative
29. Sophia Campbell - Woman, 31, Black, Unreligious, Liberal
30. Joseph Wright - Man, 32, White, Catholic, Conservative
31. Olivia Turner - Woman, 28, White, Protestant, Moderate
32. Ryan Phillips - Man, 33, White, Protestant, Liberal
33. Ava Howard - Woman, 29, White, Unreligious, Conservative
34. Matthew Morales - Man, 30, Latino, Catholic, Moderate
35. Charlotte Rodriguez - Woman, 27, Latina, Catholic, Liberal
36. Andrew Reed - Man, 34, White, Protestant, Conservative
37. Isabella Mitchell - Woman, 26, White, Unreligious, Moderate
38. Joshua Anderson - Man, 31, White, Protestant, Liberal
39. Mia Carter - Woman, 30, Black, Protestant, Conservative
40. Ethan Wright - Man, 28, White, Catholic, Moderate
41. Emily Davis - Woman, 25, White, Protestant, Liberal
42. Daniel Turner - Man, 33, White, Protestant, Conservative
43. Olivia Walker - Woman, 29, Black, Unreligious, Liberal
44. Alexander Lewis - Man, 30, White, Protestant, Moderate
45. Ava Adams - Woman, 27, White, Catholic, Conservative
46. Benjamin Thomas - Man, 32, White, Unreligious, Liberal
47. Charlotte Rodriguez - Woman, 24, Latina, Catholic, Conservative
48. Samuel Mitchell - Man, 26, White, Protestant, Moderate
49. Mia Anderson - Woman, 34, White, Protestant, Liberal
50. Noah Hernandez - Man, 29, Latino, Catholic, Conservative
51. Sophia Davis - Woman, 31, White, Protestant, Moderate
52. Jacob Wilson - Man, 28, Black, Unreligious, Liberal
53. Isabella Nguyen - Woman, 30, Asian, Buddhist, Independent
54. William Thompson - Man, 33, White, Protestant, Conservative
55. Olivia Martinez - Woman, 26, Latina, Catholic, Liberal
56. James Anderson - Man, 35, White, Unreligious, Moderate
57. Emma Johnson - Woman, 27, Black, Protestant, Liberal
58. Ethan Kim - Man, 25, Asian, Buddhist, Independent
59. Mia Hernandez - Woman, 30, Latina, Catholic, Conservative
60. Caleb Chen - Man, 32, Asian, Unreligious, Moderate
61. Olivia Thompson - Woman, 28, White, Protestant, Liberal
62. Gabriel Davis - Man, 33, Latino, Catholic, Conservative
63. Ava Nguyen - Woman, 26, Asian, Buddhist, Independent
64. Samuel Wilson - Man, 29, White, Protestant, Conservative
65. Charlotte Lee - Woman, 31, Asian, Unreligious, Moderate
66. Benjamin Adams - Man, 27, White, Protestant, Liberal
67. Abigail Patel - Woman, 30, Asian, Hindu, Conservative
68. Michael Taylor - Man, 34, Black, Protestant, Moderate
69. Emily Hernandez - Woman, 32, Latino, Catholic, Liberal
70. Alexander Thomas - Man, 28, White, Unreligious, Conservative
71. Elizabeth Garcia - Woman, 26, Latina, Catholic, Moderate
72. James Anderson - Man, 31, White, Protestant, Liberal
73. Evelyn Lewis - Woman, 29, Black, Unreligious, Conservative
74. Jacob Mitchell - Man, 33, White, Protestant, Moderate
75. Mia Scott - Woman, 27, Black, Protestant, Liberal
76. William Green - Man, 30, White, Protestant, Conservative
77. Sophia Campbell - Woman, 28, Black, Unreligious, Liberal
78. Joseph Wright - Man, 29, White, Catholic, Moderate
79. Olivia Turner - Woman, 31, White, Protestant, Liberal
80. Ryan Phillips - Man, 27, White, Protestant, Conservative
81. Ava Howard - Woman, 33, White, Unreligious, Moderate
