0. Name - gender, age, race/ethnicity, religion, political affiliation
1. Sarah Johnson - Woman, 28, White, Catholic, Liberal
2. Muhammad Ali - Man, 40, Middle Eastern, Muslim, Conservative
3. Emily Chen - Woman, 33, Asian, Buddhist, Moderate
4. Marcus Davis - Man, 45, Black, Protestant, Conservative
5. Sofia Rodriguez - Woman, 21, Latino, Catholic, Liberal
6. David Kim - Man, 52, Asian, Protestant, Independent
7. Emma Thompson - Woman, 30, White, Unreligious, Moderate
8. Ahmed Khan - Man, 29, Middle Eastern, Muslim, Liberal
9. Melissa Lopez - Woman, 42, Latino, Catholic, Conservative
10. Michael Johnson - Man, 47, Black, Protestant, Moderate
11. Olivia Lee - Woman, 24, Asian, Buddhist, Liberal
12. Jamal Washington - Man, 36, Black, Protestant, Conservative
13. Isabella Martinez - Woman, 31, Latino, Catholic, Independent
14. Christopher Nguyen - Man, 39, Asian, Buddhist, Moderate
15. James Brown - Man, 64, Black, Protestant, Conservative
16. Sophia Hernandez - Woman, 27, Latino, Catholic, Liberal
17. Daniel Smith - Man, 43, White, Protestant, Conservative
18. Ava Patel - Woman, 19, Asian, Hindu, Liberal
19. Abdul Rahman - Man, 55, Middle Eastern, Muslim, Conservative
20. Emily Anderson - Woman, 38, White, Protestant, Moderate
21. Mohammed Ali - Man, 32, Middle Eastern, Muslim, Liberal
22. Amy Chen - Woman, 44, Asian, Buddhist, Conservative
23. Andre Johnson - Man, 34, Black, Protestant, Moderate
24. Maria Gonzalez - Woman, 29, Latino, Catholic, Liberal
25. Anthony Davis - Man, 50, Black, Protestant, Conservative
26. Mia Kim - Woman, 26, Asian, Buddhist, Moderate
27. Justin Thompson - Man, 33, White, Unreligious, Independent
28. Fatima Ahmed - Woman, 36, Middle Eastern, Muslim, Liberal
29. Gabriela Santos - Woman, 45, Latino, Catholic, Conservative
30. Christopher Robinson - Man, 41, Black, Protestant, Moderate
31. Aiden Lee - Man, 23, Asian, Buddhist, Liberal
32. Sophia Johnson - Woman, 48, White, Protestant, Conservative
33. Ethan Chen - Man, 37, Asian, Buddhist, Moderate
34. Ariel Williams - Woman, 33, Black, Protestant, Liberal
35. Sofia Ramirez - Woman, 54, Latino, Catholic, Conservative
36. Alexander Martinez - Man, 46, Latino, Catholic, Independent
37. Benjamin Nguyen - Man, 25, Asian, Buddhist, Moderate
38. Olivia Brown - Woman, 59, Black, Protestant, Conservative
39. Emma Hernandez - Woman, 22, Latino, Catholic, Liberal
40. Matthew Johnson - Man, 39, White, Protestant, Moderate
41. Aaliyah Khan - Woman, 31, Middle Eastern, Muslim, Liberal
42. Yuna Kim - Woman, 40, Asian, Buddhist, Conservative
43. Jason Davis - Man, 48, Black, Protestant, Moderate
44. Isabella Ortiz - Woman, 26, Latino, Catholic, Liberal
45. Samuel Smith - Man, 56, White, Protestant, Conservative
46. Chloe Chen - Woman, 35, Asian, Buddhist, Moderate
47. Elijah Wilson - Man, 28, Black, Protestant, Liberal
48. Julia Rodriguez - Woman, 40, Latino, Catholic, Conservative
49. Daniel Lopez - Man, 45, Latino, Catholic, Independent
50. Ethan Nguyen - Man, 24, Asian, Buddhist, Moderate
51. Mia Thompson - Woman, 55, White, Protestant, Conservative
52. Ava Kim - Woman, 25, Asian, Buddhist, Liberal
53. Jayden Adams - Man, 30, Black, Protestant, Moderate
54. Sofia Gonzalez - Woman, 33, Latino, Catholic, Liberal
55. Kevin Davis - Man, 53, Black, Protestant, Conservative
56. Emma Kim - Woman, 39, Asian, Buddhist, Moderate
57. Ryan Thompson - Man, 31, White, Unreligious, Independent
58. Layla Ahmed - Woman, 39, Middle Eastern, Muslim, Liberal
59. Victoria Rodriguez - Woman, 48, Latino, Catholic, Conservative
