0. Name - gender, age, race/ethnicity, religion, political affiliation
1. Emma Johnson - Woman, 28, Black, Unreligious, Liberal
2. Mohammed Ali - Man, 42, Middle Eastern, Muslim, Conservative
3. Maria Rodriguez - Woman, 31, Latina, Catholic, Independent
4. James Lee - Man, 45, Asian, Buddhist, Moderate
5. Emily Nguyen - Woman, 22, Asian, Unreligious, Liberal
6. Alejandro Hernandez - Man, 33, Latino, Catholic, Conservative
7. Olivia Chen - Woman, 29, Asian, Protestant, Moderate
8. Jessica Washington - Woman, 39, Black, Unreligious, Liberal
9. Michael Patel - Man, 49, Asian, Hindu, Conservative
10. Sarah Thompson - Woman, 26, White, Protestant, Independent
11. David Wilson - Man, 52, Black, Unreligious, Moderate
12. Sofia Kim - Woman, 33, Asian, Buddhist, Liberal
13. Andrei Petrov - Man, 36, White, Protestant, Conservative
14. Isabella Brown - Woman, 19, White, Catholic, Moderate
15. Juan Gonzalez - Man, 43, Latino, Catholic, Independent
16. Ethan Wright - Man, 25, White, Unreligious, Liberal
17. Mia Liu - Woman, 30, Asian, Protestant, Moderate
18. Joshua Jackson - Man, 40, Black, Unreligious, Conservative
19. Ava Garcia - Woman, 27, Latina, Catholic, Liberal
20. Gabriel Martinez - Man, 34, Latino, Catholic, Independent
21. Emma Davis - Woman, 23, White, Unreligious, Moderate
22. Ryan Kim - Man, 38, Asian, Buddhist, Conservative
23. Sophia Hall - Woman, 32, Black, Protestant, Liberal
24. Daniel Nguyen - Man, 29, Asian, Unreligious, Moderate
25. Mia Johnson - Woman, 44, Black, Protestant, Conservative
26. Ethan Rodriguez - Man, 31, Latino, Catholic, Independent
27. Olivia Smith - Woman, 24, White, Protestant, Liberal
28. Benjamin Brown - Man, 48, White, Unreligious, Moderate
29. Isabel Taylor - Woman, 37, Latina, Catholic, Conservative
30. Samuel Wilson - Man, 21, Black, Unreligious, Liberal
31. Emily Kim - Woman, 35, Asian, Buddhist, Moderate
32. Aiden Jones - Man, 41, White, Protestant, Conservative
33. Ava Davis - Woman, 28, White, Unreligious, Liberal
34. Jacob Martinez - Man, 33, Latino, Catholic, Independent
35. Charlotte Thompson - Woman, 25, Black, Protestant, Moderate
36. Noah Nguyen - Man, 46, Asian, Hindu, Conservative
37. Mia Anderson - Woman, 30, White, Unreligious, Liberal
38. Lucas Hernandez - Man, 34, Latino, Catholic, Moderate
39. Sophia Johnson - Woman, 39, Black, Unreligious, Conservative
40. Ethan Lee - Man, 26, Asian, Buddhist, Independent
41. Olivia Wilson - Woman, 22, White, Unreligious, Liberal
42. Alexander Davis - Man, 39, White, Protestant, Moderate
43. Isabella Rodriguez - Woman, 31, Latina, Catholic, Conservative
44. Benjamin Smith - Man, 43, White, Unreligious, Independent
45. Emma Martinez - Woman, 34, Latino, Catholic, Liberal
46. Daniel Thompson - Man, 29, Black, Unreligious, Moderate
47. Ava Nguyen - Woman, 36, Asian, Buddhist, Conservative
48. Alexander Taylor - Man, 32, White, Protestant, Independent
49. Sophia Lee - Woman, 23, Asian, Unreligious, Liberal
50. Michael Johnson - Man, 45, Black, Protestant, Moderate
51. Emily Hernandez - Woman, 31, Latina, Catholic, Conservative
52. David Davis - Man, 39, White, Protestant, Independent
53. Mia Smith - Woman, 26, Black, Unreligious, Liberal
54. Matthew Kim - Man, 48, Asian, Buddhist, Moderate
55. Olivia Anderson - Woman, 29, White, Unreligious, Conservative
56. Christopher Martinez - Man, 35, Latino, Catholic, Independent
57. Ava Thompson - Woman, 33, Black, Unreligious, Liberal
58. Ryan Wilson - Man, 41, White, Protestant, Moderate
59. Emily Davis - Woman, 24, White, Unreligious, Conservative
60. Samuel Johnson - Man, 38, Black, Protestant, Independent
61. Emma Hall - Woman, 35, Latina, Catholic, Liberal
62. James Smith - Man, 28, White, Unreligious, Moderate
63. Chloe Nguyen - Woman, 32, Asian, Buddhist, Conservative
64. William Wilson - Man, 49, White, Protestant, Independent
65. Samantha Martinez - Woman, 30, Latino, Catholic, Liberal
66. Benjamin Davis - Man, 33, White, Protestant, Moderate
67. Charlotte Rodriguez - Woman, 27, Latina, Catholic, Conservative
68. Jacob Thompson - Man, 42, Black, Unreligious, Independent
69. Ava Johnson - Woman, 29, Black, Protestant, Liberal
70. Daniel Kim - Man, 36, Asian, Buddhist, Moderate
71. Olivia Taylor - Woman, 22, White, Unreligious, Conservative
72. Matthew Hernandez - Man, 44, Latino, Catholic, Independent
73. Sophia Smith - Woman, 34, Black, Unreligious, Liberal
74. Ethan Davis - Man, 31, White, Protestant, Moderate
75. Emma Garcia - Woman, 23, Latina, Catholic, Conservative
76. Alexander Martinez - Man, 39, Latino, Catholic, Independent
77. Mia Thompson - Woman, 27, Black, Unreligious, Liberal
78. Lucas Wilson - Man, 37, White, Protestant, Moderate
79. Sophia Davis - Woman, 24, White, Unreligious, Conservative
80. Noah Johnson - Man, 46, Black, Unreligious, Independent
81. Emily Martinez - Woman, 33, Latina, Catholic, Liberal
82. Joshua Davis - Man, 29, White, Protestant, Moderate
83. Mia Rodriguez - Woman, 25, Latina, Catholic, Conservative
84. Samuel Thompson - Man, 42, Black, Unreligious, Independent
85. Ava Hernandez - Woman, 30, Latino, Catholic, Liberal
86. Benjamin Kim - Man, 34, Asian, Buddhist, Moderate
87. Emma Smith - Woman, 21, White, Unreligious, Conservative
88. Alexander Davis - Man, 48, White, Protestant, Independent
89. Olivia Rodriguez - Woman, 31, Latina, Catholic, Liberal
90. William Wilson - Man, 26, Black, Unreligious, Moderate
91. Mia Kim - Woman, 35, Asian, Buddhist, Conservative
92. Daniel Thompson - Man, 41, White, Protestant, Independent
93. Sophia Lee - Woman, 28, Asian, Unreligious, Liberal
94. Matthew Johnson - Man, 45, Black, Unreligious, Moderate
95. Emily Hernandez - Woman, 33, Latina, Catholic, Conservative
96. Samuel Davis - Man, 38, White, Protestant, Independent
97. Ava Smith - Woman, 24, White, Unreligious, Liberal
98. James Martinez - Man, 42, Latino, Catholic, Moderate
99. Emma Thompson - Woman, 31, Black, Protestant, Conservative
100. William Nguyen - Man, 33, Asian, Buddhist, Independent
